Tahun,Tanggal,Rata-rata per hari (ton),Total setahun (ton),
2013,"397,4",144.66
2014,"389,6",141.83
2015,"435,7",158.6
2016,"504,1",183.98
2017,"552,8",201.23
2018,"551,2",200.65
2019,"544,0",198.02
2020,"569,7",207.93
2021,"700,9",255.22
2022,"742,2","742,2"
2023,1506.77,549971.87
